wn_synset	babelnet_id	pos	lemmata	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:07087346n	bn:00066540n	n	recitative	a vocal passage of narrative text that a singer delivers with natural rhythms of speech	0.69	3	7	YES
wn:08478261n	bn:00066581n	n	record_company	a company that makes and sells musical recordings	0.662	9	7	YES
wn:04064747n	bn:00066582n	n	record_sleeve, record_cover	a sleeve for storing a phonograph record	0.768	13	9	YES
wn:10512109n	bn:00066586n	n	recorder_player	someone who plays the recorder	0.667	11	7	YES
wn:04064107n	bn:00066590n	n	recording_studio	studio where tapes and records are recorded	0.466	12	8	YES
wn:04064213n	bn:00066591n	n	recording_system	audio system for recoding sound	1.0	12	8	YES
wn:08217865n	bn:00066761n	n	reed_section	the section of a band or orchestra that plays reed instruments	1.0	9	7	YES
wn:07056680n	bn:00066767n	n	reel	music composed for dancing a reel	1.0	2	6	YES
wn:00540211n	bn:00066769n	n	reel, Scottish_reel	a lively dance of Scottish Highlanders; marked by circular moves and gliding steps	0.621	14	12	YES
wn:07066285n	bn:00066875n	n	reggae	popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar	0.624	3	6	YES
wn:10516422n	bn:00066877n	n	regicide	someone who commits regicide; the killer of a king	0.25	9	5	NO
wn:08830005n	bn:00066883n	n	Regina	the provincial capital of Saskatchewan	0.621	14	10	NO
wn:05126849n	bn:00066891n	n	register	(music) the timbre that is characteristic of a certain range and manner of production of the human voice or of different pipe organ stops or of different musical instruments	0.73	8	6	YES
wn:07027651n	bn:00066951n	n	reharmonization, reharmonisation	a piece of music whose original harmony has been revised	0.918	3	7	YES
wn:11257031n	bn:00066958n	n	Reich, Steve_Reich, Stephen_Michael_Reich	United States composer (born in 1936)	0.609	12	8	NO
wn:04073208n	bn:00067023n	n	release	merchandise issued for sale or public showing (especially a record or film)	0.554	11	7	YES
wn:07035420n	bn:00067052n	n	religious_song	religious music for singing	1.0	3	6	YES
wn:11334317n	bn:00067104n	n	Tebaldi, Renata_Tebaldi	Italian operatic soprano (born in 1922)	0.665	13	9	NO
wn:00339463n	bn:00067139n	n	reordering	a rearrangement in a different order	0.25	13	11	NO
wn:01019901n	bn:00067176n	n	reproduction, replication	the act of making copies	0.667	11	9	YES
wn:07391516n	bn:00067182n	n	report	a sharp explosive sound (especially the sound of a gun firing)	0.002	9	7	YES
wn:04077430n	bn:00067213n	n	reproducer	an audio system that can reproduce and amplify signals to produce sound	1.0	12	8	YES
wn:07033913n	bn:00067255n	n	Requiem	a musical setting for a Mass celebrating the dead	0.855	4	7	YES
wn:01042661n	bn:00067256n	n	Requiem	a Mass celebrated for the dead	0.591	11	9	NO
wn:07028221n	bn:00067343n	n	resolution	(music) a dissonant chord is followed by a consonant chord	0.833	2	6	YES
wn:04988258n	bn:00067347n	n	resonance	the quality imparted to voiced speech sounds by the action of the resonating chambers of the throat and mouth and nasal cavities	0.125	8	6	YES
wn:06865177n	bn:00067374n	n	rest	a musical notation indicating a silence of a specified duration	0.734	7	7	YES
wn:04086446n	bn:00067577n	n	revolving_door, revolver	a door consisting of four orthogonal partitions that rotate about a central pivot; a door designed to equalize the air pressure in tall buildings	0.555	14	10	NO
wn:07056764n	bn:00067670n	n	rumba, rhumba	syncopated music in duple time for dancing the rumba	0.729	2	6	YES
wn:10528816n	bn:00067685n	n	rhythm_and_blues_musician	a performer (and sometimes composer) of rhythm and blues music	1.0	11	7	YES
wn:06781811n	bn:00067697n	n	ribaldry	ribald humor	0.111	5	5	NO
wn:11259777n	bn:00067719n	n	Rice, Sir_Tim_Rice, Timothy_Miles_Bindon_Rice	English lyricist who frequently worked with Andrew Lloyd Webber (born in 1944)	0.346	11	7	NO
wn:11267745n	bn:00067733n	n	Rodgers, Richard_Rodgers	United States composer of musical comedies (especially in collaboration with Oscar Hammerstein II and with Lorenz Hart) (1902-1979)	0.354	12	8	NO
wn:11313726n	bn:00067735n	n	Starr, Ringo_Starr, Starkey, Richard_Starkey	rock star and drummer for the Beatles (born in 1940)	0.58	13	9	NO
wn:11321647n	bn:00067736n	n	Strauss, Richard_Strauss	German composer of many operas; collaborated with librettist Hugo von Hoffmannsthal to produce several operas (1864-1949)	0.434	12	8	NO
wn:11369834n	bn:00067739n	n	Wagner, Richard_Wagner, Wilhelm_Richard_Wagner	German composer of operas and inventor of the musical drama in which drama and spectacle and music are fused (1813-1883)	0.31	12	8	NO
wn:07045788n	bn:00067782n	n	riff	a jazz ostinato; usually provides a background for a solo improvisation	0.871	5	9	YES
wn:10531948n	bn:00067888n	n	ringmaster	the person in charge of performances in a circus ring	0.125	10	6	NO
wn:11287016n	bn:00068019n	n	Schumann, Robert_Schumann, Robert_Alexander_Schumann	German romantic composer known for piano music and songs (1810-1856)	0.429	12	8	NO
wn:07064715n	bn:00068049n	n	rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music	a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western	0.803	3	6	YES
wn:10535881n	bn:00068050n	n	rocker, rock_'n'_roll_musician	a performer or composer or fan of rock music	1.0	11	7	YES
wn:08250501n	bn:00068051n	n	rock_group, rock_band	a band of musicians who play rock'n'roll music	0.894	9	7	YES
wn:06892979n	bn:00068058n	n	rock_concert	a performance of rock music	0.9	10	8	YES
wn:06592281n	bn:00068067n	n	rock_opera	albums of rock music that aspired to the status of art; first appeared in the 1960s	0.66	13	9	YES
wn:10536416n	bn:00068075n	n	rock_star	a famous singer of rock music	0.933	12	8	YES
wn:07064537n	bn:00068078n	n	rockabilly	a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat	0.712	3	6	YES
wn:10535706n	bn:00068080n	n	rocker	a teenager or young adult in the 1960s who wore leather jackets and rode motorcycles	0.165	10	6	NO
wn:11293805n	bn:00068122n	n	Sessions, Roger_Sessions, Roger_Huntington_Sessions	United States composer who promoted 20th century music (1896-1985)	0.386	12	8	NO
wn:11269367n	bn:00068209n	n	Romberg, Sigmund_Romberg	United States composer (born in Hungary) who composed operettas (1887-1951)	0.374	12	8	NO
wn:07043968n	bn:00068216n	n	rondo, rondeau	a musical form that is often the last movement of a sonata	0.747	3	6	YES
wn:06380879n	bn:00068217n	n	rondeau, rondel	a French verse form of 10 or 13 lines running on two rhymes; the opening phrase is repeated as the refrain of the second and third stanzas	0.336	7	7	NO
wn:06857591n	bn:00068369n	n	roulade	(music) an elaborate run of several notes sung to one syllable	0.875	2	6	YES
wn:07053089n	bn:00068381n	n	round, troll	a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time	0.698	4	8	YES
wn:06692464n	bn:00068382n	n	round	an outburst of applause	1.0	6	6	YES
wn:07053491n	bn:00068400n	n	roundelay	a song in which a line or phrase is repeated as the refrain	0.273	3	7	YES
wn:13257982n	bn:00068452n	n	royalty	payment to the holder of a patent or copyright or resource for the right to use their property	0.183	10	8	YES
wn:15265423n	bn:00068456n	n	rubato	a flexible tempo; not strictly on the beat	0.879	8	6	YES
wn:11293334n	bn:00068500n	n	Serkin, Rudolf_Serkin	United States concert pianist (born in Czechoslovakia) (1903-1991)	0.551	12	8	NO
wn:00897506n	bn:00068559n	n	run-through	an uninterrupted rehearsal	0.5	11	9	NO
wn:07392783n	bn:00068649n	n	rustle, rustling, whisper, whispering	a light noise, like the noise of silk clothing or leaves blowing in the wind	0.2	9	7	YES
wn:04123123n	bn:00068737n	n	sackbut	a medieval musical instrument resembling a trombone	0.719	15	11	YES
wn:07056895n	bn:00069055n	n	samba	music composed for dancing the samba	0.479	2	6	YES
wn:04132603n	bn:00069066n	n	samisen, shamisen	a Japanese stringed instrument resembling a banjo with a long neck and three strings and a fretted fingerboard and a rectangular soundbox; played with a plectrum	0.332	13	9	YES
wn:07057001n	bn:00069244n	n	saraband	music composed for dancing the saraband	1.0	2	6	YES
wn:11361423n	bn:00069252n	n	Vaughan, Sarah_Vaughan	United States jazz singer noted for her complex bebop phrasing and scat singing (1924-1990)	0.655	12	8	NO
wn:04140064n	bn:00069408n	n	saw	hand tool having a toothed blade for cutting	0.576	13	9	NO
wn:10554243n	bn:00069434n	n	saxophonist, saxist	a musician who plays the saxophone	0.653	11	7	YES
wn:10554846n	bn:00069488n	n	scalper	someone who buys something and resells it at a price far above the initial cost	0.136	10	6	NO
wn:00644156n	bn:00069504n	n	scanning	the act of systematically moving a finely focused beam of light or electrons over a surface in order to produce an image of it for analysis or transmission	0.2	12	10	NO
wn:00547244n	bn:00069530n	n	scat, scat_singing	singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument	0.768	4	7	YES
wn:07009808n	bn:00069553n	n	scene	a subdivision of an act of a play	0.5	6	6	YES
wn:07046917n	bn:00069583n	n	scherzo	a fast movement (usually in triple time)	0.83	3	7	YES
wn:10557404n	bn:00069607n	n	schmuck, shmuck, schmo, shmo	(Yiddish) a jerk	0.5	11	7	NO
wn:07057095n	bn:00069651n	n	schottische	music performed for dancing the schottische	0.382	4	7	YES
wn:07392982n	bn:00069819n	n	scrape, scraping, scratch, scratching	a harsh noise made by scraping	0.229	9	7	YES
wn:07393161n	bn:00069842n	n	screech, screeching, shriek, shrieking, scream, screaming	a high-pitched noise resembling a human cry	0.935	9	7	YES
wn:07393500n	bn:00069901n	n	scrunch	a crunching noise	1.0	9	7	YES
wn:07360211n	bn:00069958n	n	sea_change	a profound transformation	0.0	9	7	NO
wn:07031401n	bn:00070157n	n	secondo	the second or lower part of a duet (especially a piano duet)	1.0	3	7	YES
wn:06392001n	bn:00070190n	n	section, subdivision	a self-contained part of a larger composition (written or musical)	0.766	1	5	YES
wn:08216900n	bn:00070196n	n	section	a division of an orchestra containing all instruments of the same class	0.875	8	6	YES
wn:06869271n	bn:00070284n	n	segno	(music) a notation written at the beginning or end of a passage that is to be repeated	0.722	7	7	YES
wn:08247935n	bn:00070557n	n	septet, septette	seven performers or singers who perform together	1.0	8	6	YES
wn:07042023n	bn:00070560n	n	septet, septette	a musical composition written for seven performers	0.828	2	6	YES
wn:07294699n	bn:00070572n	n	sequella	a secondary consequence	1.0	10	8	NO
wn:07342383n	bn:00070576n	n	sequence	several repetitions of a melodic phrase in different keys	0.901	9	7	YES
wn:07053732n	bn:00070585n	n	serenade	a song characteristically played outside the house of a woman	0.333	3	7	YES
wn:07057196n	bn:00070601n	n	serialism, serial_music	20th century music that uses a definite order of notes as a thematic basis for a musical composition	0.75	1	5	YES
wn:08247816n	bn:00070692n	n	sextet, sextette, sestet	six performers or singers who perform together	1.0	8	6	YES
wn:07041902n	bn:00070694n	n	sextet, sextette, sestet	a musical composition written for six performers	0.929	2	6	YES
wn:06869428n	bn:00070811n	n	sforzando	(music) a notation written above a note and indicating that it is to be played with a strong initial attack	0.6	7	7	YES
wn:00320486n	bn:00070840n	n	shadowing, tailing	the act of following someone secretly	0.5	11	9	NO
wn:06860177n	bn:00070859n	n	trill, shake	a note that alternates rapidly with another note a semitone above it	0.857	8	8	YES
wn:06866599n	bn:00070924n	n	sharp	a musical notation indicating one half step higher than the note named	0.54	7	7	YES
wn:04186624n	bn:00070944n	n	shawm	a medieval oboe	0.438	17	13	YES
wn:06816106n	bn:00070987n	n	sheet_music	a musical composition in printed or written form	0.579	2	6	YES
wn:11300465n	bn:00070996n	n	Silverstein, Shel_Silverstein, Shelby_Silverstein	United States poet and cartoonist remembered for his stories and poems for children (1932-1999)	0.31	11	7	NO
wn:07012414n	bn:00071213n	n	shooting_script	the final detailed script for making a movie or TV program	0.333	7	7	NO
wn:07393589n	bn:00071346n	n	shrilling	a continuing shrill noise	1.0	9	7	YES
wn:04990021n	bn:00071348n	n	shrillness, stridence, stridency	having the timbre of a loud high-pitched sound	1.0	8	6	YES
wn:04249415n	bn:00071444n	n	snare_drum, snare, side_drum	a small drum with two heads and a snare stretched across the lower head	0.526	14	10	YES
wn:09501737n	bn:00071490n	n	Siegfried	(German mythology) mythical German warrior hero of the Nibelungenlied who takes possession of the accursed treasure of the Nibelungs by slaying the dragon that guards it and awakens Brynhild and is eventually killed; Sigurd is the Norse counterpart	0.534	11	9	NO
wn:07029088n	bn:00071549n	n	signature, signature_tune, theme_song	a melody used to identify a performer or a dance band or radio/tv program	0.402	2	6	YES
wn:15250580n	bn:00071641n	n	silver_jubilee	an anniversary celebrating the passage of 25 years	0.5	11	9	NO
wn:01255648n	bn:00071727n	n	singalong, singsong	informal group singing of popular songs	0.456	11	9	YES
wn:10599806n	bn:00071731n	n	singer, vocalist, vocalizer, vocaliser	a person who sings	0.586	11	7	YES
wn:00545501n	bn:00071734n	n	singing, vocalizing	the act of singing vocal music	0.573	10	8	YES
wn:06872122n	bn:00071736n	n	singing_voice	the musical quality of the voice while singing	0.83	4	4	YES
wn:11395773n	bn:00071810n	n	Wood, Sir_Henry_Wood, Sir_Henry_Joseph_Wood	English conductor (1869-1944)	0.664	12	8	NO
wn:11373231n	bn:00071821n	n	Walton, William_Walton, Sir_William_Walton, Sir_William_Turner_Walton	English composer (1902-1983)	0.444	12	8	NO
wn:10603851n	bn:00071855n	n	sitar_player	a musician who plays the sitar	1.0	11	7	YES
wn:07393919n	bn:00071894n	n	sizzle	a sizzling noise	1.0	9	7	YES
wn:00527319n	bn:00071901n	n	skank	a rhythmic dance to reggae music performed by bending forward and extending the hands while bending the knees	0.813	10	8	YES
wn:07066459n	bn:00071962n	n	skiffle	a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments	0.676	3	6	YES
wn:08250635n	bn:00071963n	n	skiffle_group	a band of musicians who play skiffle	0.681	9	7	YES
wn:07394115n	bn:00072045n	n	slam	the noise made by the forceful impact of two objects	0.5	9	7	YES
wn:00527498n	bn:00072047n	n	slam_dancing, slam_dance	a form of dancing in which dancers slam into one another; normally performed to punk rock	0.75	10	8	YES
wn:04236702n	bn:00072129n	n	sleeve	small case into which an object fits	0.2	12	8	NO
wn:06857264n	bn:00072151n	n	swoop, slide	(music) rapid sliding up or down the musical scale	1.0	3	7	YES
wn:14498972n	bn:00072368n	n	smuttiness, sootiness	the state of being dirty with soot	0.5	9	7	NO
wn:07394236n	bn:00072392n	n	snap	the noise produced by the rapid movement of a finger from the tip to the base of the thumb on the same hand	0.4	9	7	YES
wn:07394478n	bn:00072445n	n	snore	the rattling noise produced when snoring	1.0	9	7	NO
wn:13285101n	bn:00072497n	n	soap	money offered as a bribe	0.5	11	9	NO
wn:06867880n	bn:00072710n	n	tonic_solfa, solfa	a system of solmization using the solfa syllables: do, re, mi, fa, sol, la, ti	0.526	8	8	YES
wn:01255935n	bn:00072712n	n	solmization, solfege, solfeggio	singing using solfa syllables to denote the notes of the scale of C major	0.55	11	9	YES
wn:01255808n	bn:00072713n	n	solfege, solfeggio	a voice exercise; singing scales or runs to the same syllable	0.667	11	9	YES
wn:06867675n	bn:00072743n	n	solmization, solmisation	a system of naming the notes of a musical scale by syllables instead of letters	0.381	7	7	YES
wn:07040939n	bn:00072745n	n	solo	a musical composition for one voice or instrument (with or without accompaniment)	0.909	2	6	YES
